Alle Ereignislogmeldungen.
Datum:	2015-05-19 11:07:03
Systemname:	140-102896-2
Name der Steuerung:	192.168.1.2
Steuerungs-ID	140-102896

RobotWare:	5.61.2008
Key:	Pq4444ku65W-4444456a4iW4x#NdR58YwKVvA
Optionen:	
	RW Control module key
	RobotWare OS and English
	644-2 German
	709-x DeviceNet
		709-1 DeviceNet m/s
		840-2 PROFIBUS Fieldbus Adapter
		608-1 World Zones
		611-1 Path Recovery
		616-1 PC Interface
		617-1 FlexPendant Interface
		623-1 Multitasking

DriveModule1
Key:	jw2gFKxwee5
Optionen:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 140
			140T-6/0.8
			Drive System 09 120/140/1400/260
				No additional drive



Allgemeine Logmeldungen
SeqNr     	Typ 	Kategorie           	Fehlernummer	Bezeichnung                             	Datum               	Beschreibung	Argumente
6917      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-11 20:56:23 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
6918      	I   	Betriebszustand     	10013   	Not-Aus-Status                          	2015-05-11 21:10:09 	Das System befindet sich im Not-Aus-Status, da der MOTOREN-EIN-Kreis von einer Not-Aus-Vorrichtung geöffnet wurde. 	{args: }
6919      	I   	Betriebszustand     	10045   	System neu gestartet                    	2015-05-12 14:49:15 	Ein bereits installiertes System wurde neu gestartet.	{args: }
6920      	W   	E/A und Kommunikation	71405   	Doppelte E/A-Einheitenzuordnung         	2015-05-12 14:49:19 	Das E/A-Signal <diSignal16> besitzt dieselbe Einheitenzuordnung wie das E/A-Signal <diSignal6>. 	{args: "diSignal16", "diSignal6"}
6921      	I   	Betriebszustand     	10013   	Not-Aus-Status                          	2015-05-12 14:49:41 	Das System befindet sich im Not-Aus-Status, da der MOTOREN-EIN-Kreis von einer Not-Aus-Vorrichtung geöffnet wurde. 	{args: }
6922      	I   	Betriebszustand     	10015   	Einrichtbetrieb gewählt                 	2015-05-12 14:49:41 	Das System befindet sich im Einrichtbetrieb.	{args: }
6923      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-12 14:49:41 	Der Programmzeiger von Task PvCom wurde zurückgesetzt.	{args: "2", "0", "PvCom"}
6924      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-12 14:49:41 	Der Programmzeiger von Task EntryControl wurde zurückgesetzt.	{args: "3", "0", "EntryControl"}
6925      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-12 14:49:41 	Der Programmzeiger von Task EntryControlLamp wurde zurückgesetzt.	{args: "4", "0", "EntryControlLamp"}
6926      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-12 14:49:41 	Der Programmzeiger von Task MachineSignals wurde zurückgesetzt.	{args: "5", "0", "MachineSignals"}
6927      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-12 14:49:41 	Der Programmzeiger von Task AF wurde zurückgesetzt.	{args: "6", "0", "AF"}
6928      	I   	Betriebszustand     	10230   	Backup-Schritt fertig                   	2015-05-12 14:51:27 	Der Backup-Schritt 'Vorbereitung' ist fertig.	{args: "0"}
6929      	I   	Betriebszustand     	10231   	Backup-Schritt fertig                   	2015-05-12 14:51:27 	Der Backup-Schritt 'Konfiguration' ist fertig.	{args: "1"}
6930      	I   	Betriebszustand     	10232   	Backup-Schritt fertig                   	2015-05-12 14:51:28 	Backup der Task ist fertig.	{args: "2"}
6931      	I   	Betriebszustand     	10045   	System neu gestartet                    	2015-05-13 07:39:34 	Ein bereits installiertes System wurde neu gestartet.	{args: }
6932      	W   	E/A und Kommunikation	71405   	Doppelte E/A-Einheitenzuordnung         	2015-05-13 07:39:37 	Das E/A-Signal <diSignal16> besitzt dieselbe Einheitenzuordnung wie das E/A-Signal <diSignal6>. 	{args: "diSignal16", "diSignal6"}
6933      	I   	Betriebszustand     	10013   	Not-Aus-Status                          	2015-05-13 07:39:59 	Das System befindet sich im Not-Aus-Status, da der MOTOREN-EIN-Kreis von einer Not-Aus-Vorrichtung geöffnet wurde. 	{args: }
6934      	I   	Betriebszustand     	10015   	Einrichtbetrieb gewählt                 	2015-05-13 07:39:59 	Das System befindet sich im Einrichtbetrieb.	{args: }
6935      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-13 07:39:59 	Der Programmzeiger von Task PvCom wurde zurückgesetzt.	{args: "2", "0", "PvCom"}
6936      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-13 07:39:59 	Der Programmzeiger von Task EntryControl wurde zurückgesetzt.	{args: "3", "0", "EntryControl"}
6937      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-13 07:39:59 	Der Programmzeiger von Task EntryControlLamp wurde zurückgesetzt.	{args: "4", "0", "EntryControlLamp"}
6938      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-13 07:39:59 	Der Programmzeiger von Task MachineSignals wurde zurückgesetzt.	{args: "5", "0", "MachineSignals"}
6939      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-13 07:39:59 	Der Programmzeiger von Task AF wurde zurückgesetzt.	{args: "6", "0", "AF"}
6940      	I   	Betriebszustand     	10016   	Automatikbetrieb angefordert            	2015-05-13 07:47:25 	Das System wurde angewiesen, in den Automatikbetrieb zu wechseln.	{args: }
6941      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-13 07:47:25 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6942      	I   	Betriebszustand     	10017   	Automatikbetrieb bestätigt              	2015-05-13 07:47:31 	Das System befindet sich im Automatikbetrieb.	{args: }
6943      	E   	System              	20202   	Not-Aus offen                           	2015-05-13 07:47:33 	Der Not-Aus-Schaltkreis wurde zuvor unterbrochen und während der Unterbrechung wurde versucht, den Roboter zu betreiben.	{args: }
6944      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-13 07:47:33 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6945      	E   	System              	20202   	Not-Aus offen                           	2015-05-13 07:48:01 	Der Not-Aus-Schaltkreis wurde zuvor unterbrochen und während der Unterbrechung wurde versucht, den Roboter zu betreiben.	{args: }
6946      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-13 07:48:01 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6947      	E   	System              	20202   	Not-Aus offen                           	2015-05-13 07:48:07 	Der Not-Aus-Schaltkreis wurde zuvor unterbrochen und während der Unterbrechung wurde versucht, den Roboter zu betreiben.	{args: }
6948      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-13 07:48:07 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6949      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-13 07:50:17 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
6950      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-13 07:50:18 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
6951      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-13 07:50:24 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
6952      	E   	System              	20205   	Automatik-Sicherheitshalt offen         	2015-05-13 07:50:24 	AS-Schaltkreis (Sicherheitshalt im Automatikbetrieb) wurde unterbrochen.	{args: }
6953      	E   	System              	20216   	Zustimmungsschalter im Automatikmodus aktiv	2015-05-13 07:50:41 	Das System hat erkannt, dass der Zustimmungsschalter im Automatikbetrieb länger als 3 Sekunden gedrückt wurde.	{args: }
6954      	I   	Betriebszustand     	10015   	Einrichtbetrieb gewählt                 	2015-05-13 07:50:44 	Das System befindet sich im Einrichtbetrieb.	{args: }
6955      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-13 07:50:46 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
6956      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-13 07:50:47 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
6957      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-13 07:51:40 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
6958      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-13 07:59:44 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
6959      	E   	Hardware            	37001   	Fehler beim Aktivieren des MOTOREN EIN-Schützes	2015-05-13 07:59:45 	Motoren-Ein-Schütz 1 in Antriebsmodul 1 wurde nicht wie angewiesen geschlossen.	{args: "1", "1"}
6960      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-13 07:59:45 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
6961      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-13 07:59:54 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
6962      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-13 07:59:55 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
6963      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-13 07:59:55 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
6964      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-13 09:57:53 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
6965      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-13 09:57:54 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
6966      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-13 09:57:56 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
6967      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-13 09:57:58 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
6968      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-13 09:57:59 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
6969      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-13 09:59:18 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
6970      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-13 09:59:43 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
6971      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-13 09:59:43 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
6972      	I   	Betriebszustand     	10123   	Programm gestoppt                       	2015-05-13 09:59:46 	Die Task T_ROB1 wurde angehalten. Ursache: Task ist mit diesem Schritt fertig.	{args: "1", "T_ROB1"}
6973      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-13 09:59:47 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
6974      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-13 09:59:47 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
6975      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-13 09:59:47 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
6976      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-13 09:59:47 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
6977      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-13 09:59:56 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
6978      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-13 09:59:56 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
6979      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-13 09:59:56 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
6980      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-13 09:59:56 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
6981      	I   	Betriebszustand     	10121   	Programm gestoppt                       	2015-05-13 09:59:56 	Die Task T_ROB1 wurde angehalten. Ursache: Task hat Exit-Instruktion erreicht.	{args: "1", "T_ROB1"}
6982      	W   	Betriebszustand     	10068   	Starten von Programm                    	2015-05-13 10:00:11 	Programm für Task T_ROB1 kann nicht gestartet werden. 	{args: "T_ROB1"}
6983      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-13 10:00:21 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
6984      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-13 10:00:21 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
6985      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-13 10:00:21 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
6986      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-13 10:01:51 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
6987      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-13 10:02:25 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
6988      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-13 10:19:08 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
6989      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-13 10:19:09 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
6990      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-13 10:19:42 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
6991      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-13 10:19:47 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
6992      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-13 10:19:49 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
6993      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-13 10:19:51 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
6994      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-13 10:19:51 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
6995      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-13 10:19:51 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
6996      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-13 10:20:20 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
6997      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-13 10:21:29 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
6998      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-13 10:53:19 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
6999      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-13 10:53:20 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
